County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval,% of Total Deaths
"Lewis County, NY",36049,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,285,26296,1083.8,958,1209.6,64.2,782.2,688.1,876.3,0.0%
"Livingston County, NY",36051,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,606,62914,963.2,886.5,1039.9,39.1,704.9,647.1,762.8,0.0%
"Madison County, NY",36053,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,579,70941,816.2,749.7,882.7,33.9,590.9,541.4,640.3,0.0%
"Monroe County, NY",36055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,200,741770,27,23.2,30.7,1.9,27.8,23.8,31.7,0.0%
"Monroe County, NY",36055,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,16,741770,Unreliable,1.2,3.5,0.5,Unreliable,1.2,3.6,0.0%
"Monroe County, NY",36055,Alcohol-induced causes,A,All other alcohol-induced causes,A9,55,741770,7.4,5.6,9.7,1,6.5,4.8,8.6,0.0%
"Monroe County, NY",36055,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,6660,741770,897.9,876.3,919.4,11,655.1,639,671.3,0.2%
"Montgomery County, NY",36057,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,549,49221,1115.4,1022.1,1208.7,47.6,766.6,700,833.2,0.0%
"Nassau County, NY",36059,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,204,1356924,15,13,17.1,1.1,15.7,13.5,17.9,0.0%
"Nassau County, NY",36059,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,16,1356924,Unreliable,0.7,1.9,0.3,Unreliable,0.7,2.2,0.0%
"Nassau County, NY",36059,Alcohol-induced causes,A,All other alcohol-induced causes,A9,54,1356924,4,3,5.2,0.5,3.5,2.6,4.6,0.0%
"Nassau County, NY",36059,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,10619,1356924,782.6,767.7,797.5,7.6,529.6,519.2,540,0.4%
"New York County, NY",36061,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,301,1628706,18.5,16.4,20.6,1.1,16.4,14.5,18.3,0.0%
"New York County, NY",36061,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,19,1628706,Unreliable,0.7,1.8,0.3,Unreliable,0.7,1.7,0.0%
"New York County, NY",36061,Drug-induced causes,D,All other drug-induced causes,D9,21,1628706,1.3,0.8,2,0.3,1.2,0.7,1.8,0.0%
"New York County, NY",36061,Alcohol-induced causes,A,All other alcohol-induced causes,A9,99,1628706,6.1,4.9,7.4,0.6,5.1,4.2,6.3,0.0%
"New York County, NY",36061,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,9517,1628706,584.3,572.6,596.1,6,439,430,448,0.3%
"Niagara County, NY",36063,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,42,209281,20.1,14.5,27.1,3.1,23.2,16.6,31.6,0.0%
"Niagara County, NY",36063,Alcohol-induced causes,A,All other alcohol-induced causes,A9,20,209281,9.6,5.8,14.8,2.1,6.5,3.9,10.2,0.0%
"Niagara County, NY",36063,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2330,209281,1113.3,1068.1,1158.5,23.1,762.2,730.3,794.1,0.1%
"Oneida County, NY",36065,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,50,228671,21.9,16.2,28.8,3.1,24.4,18,32.3,0.0%
"Oneida County, NY",36065,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,228671,Unreliable,5,13,1.9,Unreliable,3.6,10,0.0%
"Oneida County, NY",36065,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2561,228671,1119.9,1076.6,1163.3,22.1,752,721.8,782.2,0.1%
"Onondaga County, NY",36067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,117,460528,25.4,20.8,30,2.3,26.7,21.7,31.6,0.0%
"Onondaga County, NY",36067,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,11,460528,Unreliable,1.2,4.3,0.7,Unreliable,1.1,4.2,0.0%
"Onondaga County, NY",36067,Alcohol-induced causes,A,All other alcohol-induced causes,A9,38,460528,8.3,5.8,11.3,1.3,7.3,5,10.2,0.0%
"Onondaga County, NY",36067,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,4277,460528,928.7,900.9,956.6,14.2,682.1,661,703.1,0.1%
"Ontario County, NY",36069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,109777,Unreliable,9.7,25.9,3.9,Unreliable,10.7,29.5,0.0%
"Ontario County, NY",36069,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1066,109777,971.1,912.8,1029.4,29.7,652.6,612.2,692.9,0.0%
"Orange County, NY",36071,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,79,384940,20.5,16.2,25.6,2.3,22.2,17.5,27.8,0.0%
"Orange County, NY",36071,Alcohol-induced causes,A,All other alcohol-induced causes,A9,21,384940,5.5,3.4,8.3,1.2,4.8,2.9,7.4,0.0%
"Orange County, NY",36071,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2634,384940,684.3,658.1,710.4,13.3,622.8,598.7,646.9,0.1%
"Orleans County, NY",36073,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,416,40352,1030.9,931.9,1130,50.5,764.8,689.3,840.4,0.0%
"Oswego County, NY",36075,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,117124,26.5,18,37.6,4.8,30.5,20.4,43.8,0.0%
"Oswego County, NY",36075,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,117124,Unreliable,4.1,15.7,2.7,Unreliable,2.8,11.6,0.0%
"Oswego County, NY",36075,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1108,117124,946,890.3,1001.7,28.4,772.2,725.7,818.6,0.0%
"Otsego County, NY",36077,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,625,59493,1050.5,968.2,1132.9,42,682.9,626.3,739.5,0.0%
"Putnam County, NY",36079,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,14,98320,Unreliable,7.8,23.9,3.8,Unreliable,8.2,26.2,0.0%
"Putnam County, NY",36079,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,708,98320,720.1,667.1,773.1,27.1,538.1,497.8,578.3,0.0%
"Queens County, NY",36081,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,240,2253858,10.6,9.3,12,0.7,10.2,8.9,11.6,0.0%
"Queens County, NY",36081,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,23,2253858,1,0.6,1.5,0.2,0.9,0.6,1.4,0.0%
"Queens County, NY",36081,Alcohol-induced causes,A,All other alcohol-induced causes,A9,183,2253858,8.1,6.9,9.3,0.6,7.2,6.1,8.2,0.0%
"Queens County, NY",36081,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14119,2253858,626.4,616.1,636.8,5.3,488.1,479.9,496.2,0.5%
"Rensselaer County, NY",36083,Drug-induced causes,D,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19,158714,Unreliable,7.2,18.7,2.7,Unreliable,6.8,18.1,0.0%
"Rensselaer County, NY",36083,Alcohol-induced causes,A,All other alcohol-induced causes,A9,17,158714,Unreliable,6.2,17.1,2.6,Unreliable,4.8,13.6,0.0%
"Rensselaer County, NY",36083,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1431,158714,901.6,854.9,948.3,23.8,691.3,654.6,727.9,0.1%
"Richmond County, NY",36085,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,111,476143,23.3,19,27.6,2.2,22.9,18.5,27.3,0.0%
"Richmond County, NY",36085,Alcohol-induced causes,A,All other alcohol-induced causes,A9,46,476143,9.7,7.1,12.9,1.4,8.4,6.1,11.4,0.0%
"Richmond County, NY",36085,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3633,476143,763,738.2,787.8,12.7,609,588.8,629.1,0.1%
"Rockland County, NY",36087,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,47,325789,14.4,10.6,19.2,2.1,16.5,12,22.1,0.0%
"Rockland County, NY",36087,Alcohol-induced causes,A,All other alcohol-induced causes,A9,13,325789,Unreliable,2.1,6.8,1.1,Unreliable,2,6.6,0.0%
"Rockland County, NY",36087,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2220,325789,681.4,653.1,709.8,14.5,530.3,507.8,552.8,0.1%
"St. Lawrence County, NY",36089,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,107740,Unreliable,4.5,17.1,2.9,Unreliable,3.4,14.3,0.0%
"St. Lawrence County, NY",36089,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1058,107740,982,922.8,1041.2,30.2,745.2,699.2,791.2,0.0%
"Saratoga County, NY",36091,Drug-induced causes,D,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12,229863,Unreliable,2.7,9.1,1.5,Unreliable,2.8,9.9,0.0%
"Saratoga County, NY",36091,Alcohol-induced causes,A,All other alcohol-induced causes,A9,13,229863,Unreliable,3,9.7,1.6,Unreliable,2.3,7.7,0.0%
"Saratoga County, NY",36091,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1891,229863,822.7,785.6,859.7,18.9,605.1,577.3,632.9,0.1%
"Schenectady County, NY",36093,Drug-induced causes,D,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27,155299,17.4,11.5,25.3,3.3,18.1,11.8,26.6,0.0%
"Schenectady County, NY",36093,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1452,155299,935,886.9,983.1,24.5,681.4,645.3,717.5,0.1%
"Schoharie County, NY",36095,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,304,30999,980.7,870.4,1090.9,56.2,620.3,547.8,692.8,0.0%
"Schuyler County, NY",36097,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,201,17807,1128.8,972.7,1284.8,79.6,708.6,608.7,808.5,0.0%
"Seneca County, NY",36099,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,342,34016,1005.4,898.9,1112,54.4,716.1,637.8,794.5,0.0%
"Steuben County, NY",36101,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,95379,Unreliable,7.3,23.3,3.8,Unreliable,8.3,26.8,0.0%
"Steuben County, NY",36101,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,95379,Unreliable,9.6,27.2,4.2,Unreliable,6.8,20.8,0.0%
"Steuben County, NY",36101,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1036,95379,1086.2,1020.1,1152.3,33.7,738.9,692.6,785.3,0.0%
"Suffolk County, NY",36103,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,298,1476601,20.2,17.9,22.5,1.2,21.2,18.7,23.7,0.0%
"Suffolk County, NY",36103,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,21,1476601,1.4,0.9,2.2,0.3,1.2,0.8,1.9,0.0%
"Suffolk County, NY",36103,Drug-induced causes,D,All other drug-induced causes,D9,26,1476601,1.8,1.2,2.6,0.3,1.7,1.1,2.5,0.0%
"Suffolk County, NY",36103,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,12,1476601,Unreliable,0.4,1.4,0.2,Unreliable,0.3,1.1,0.0%
"Suffolk County, NY",36103,Alcohol-induced causes,A,All other alcohol-induced causes,A9,95,1476601,6.4,5.2,7.9,0.7,5,4,6.2,0.0%
"Suffolk County, NY",36103,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,12202,1476601,826.4,811.7,841,7.5,608.1,597.1,619.1,0.4%
"Sullivan County, NY",36105,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,75432,42.4,29,59.9,7.5,45.4,30.6,64.8,0.0%
"Sullivan County, NY",36105,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,715,75432,947.9,878.4,1017.4,35.4,711.6,657.9,765.2,0.0%
"Tioga County, NY",36107,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,489,48203,1014.5,924.5,1104.4,45.9,658.4,597.8,718.9,0.0%
"Tompkins County, NY",36109,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,102180,Unreliable,9,25.4,3.9,Unreliable,10.1,29.9,0.0%
"Tompkins County, NY",36109,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,668,102180,653.7,604.2,703.3,25.3,597.8,551.5,644.2,0.0%
"Ulster County, NY",36111,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,36,177573,20.3,14.2,28.1,3.4,23.2,16.1,32.2,0.0%
"Ulster County, NY",36111,Alcohol-induced causes,A,All other alcohol-induced causes,A9,16,177573,Unreliable,5.2,14.6,2.3,Unreliable,3.7,11.4,0.0%
"Ulster County, NY",36111,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1708,177573,961.9,916.2,1007.5,23.3,641.1,609.8,672.4,0.1%
"Warren County, NY",36113,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,739,63944,1155.7,1072.4,1239,42.5,728.8,673.8,783.9,0.0%
"Washington County, NY",36115,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,679,61204,1109.4,1026,1192.9,42.6,765.1,705.9,824.3,0.0%
"Wayne County, NY",36117,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,12,89918,Unreliable,6.9,23.3,3.9,Unreliable,7.5,27,0.0%
"Wayne County, NY",36117,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,897,89918,997.6,932.3,1062.9,33.3,708.4,660.6,756.1,0.0%
"Westchester County, NY",36119,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,107,967506,11.1,9,13.2,1.1,11.6,9.4,13.9,0.0%
"Westchester County, NY",36119,Alcohol-induced causes,A,All other alcohol-induced causes,A9,53,967506,5.5,4.1,7.2,0.8,4.4,3.2,5.7,0.0%
"Westchester County, NY",36119,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,7050,967506,728.7,711.7,745.7,8.7,500.5,488.5,512.6,0.2%
"Wyoming County, NY",36121,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,365,39859,915.7,821.8,1009.7,47.9,704.9,631.1,778.7,0.0%
"Yates County, NY",36123,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,297,24913,1192.1,1056.6,1327.7,69.2,817.9,721.1,914.8,0.0%
"Alamance County, NC",37001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,169509,18.3,12.4,26,3.3,20.1,13.5,28.6,0.0%
"Alamance County, NC",37001,Alcohol-induced causes,A,All other alcohol-induced causes,A9,17,169509,Unreliable,5.8,16.1,2.4,Unreliable,4.2,12,0.0%
"Alamance County, NC",37001,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1783,169509,1051.9,1003,1100.7,24.9,812.8,774.4,851.3,0.1%
"Alexander County, NC",37003,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,404,37497,1077.4,972.4,1182.5,53.6,790.1,710.3,870,0.0%
"Alleghany County, NC",37005,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,156,11137,1400.7,1180.9,1620.5,112.1,788.2,650.9,925.6,0.0%
"Anson County, NC",37007,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,297,24446,1214.9,1076.7,1353.1,70.5,899.5,794.5,1004.5,0.0%
"Ashe County, NC",37009,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,359,27203,1319.7,1183.2,1456.2,69.7,743.1,661.7,824.5,0.0%
"Avery County, NC",37011,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,240,17557,1367,1194,1539.9,88.2,879.2,765.3,993.2,0.0%
"Beaufort County, NC",37013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,46994,Unreliable,10.2,39.1,6.7,Unreliable,13.8,52.7,0.0%
"Beaufort County, NC",37013,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,568,46994,1208.7,1109.3,1308.1,50.7,766.3,699.5,833,0.0%
"Bertie County, NC",37015,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,250,18947,1319.5,1155.9,1483,83.5,803.4,697.8,909.1,0.0%
"Bladen County, NC",37017,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,408,32722,1246.9,1125.9,1367.9,61.7,835.3,750.3,920.4,0.0%
"Brunswick County, NC",37019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,32,142820,22.4,15.3,31.6,4,31.4,21.2,44.8,0.0%
"Brunswick County, NC",37019,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,142820,Unreliable,4.3,14.7,2.4,Unreliable,3.1,12.7,0.0%
"Brunswick County, NC",37019,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1574,142820,1102.1,1047.6,1156.5,27.8,643.2,607.5,679,0.1%
"Buncombe County, NC",37021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,91,261191,34.8,28.1,42.8,3.7,35.3,28.3,43.4,0.0%
"Buncombe County, NC",37021,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,10,261191,Unreliable,1.8,7,1.2,Unreliable,1.8,6.9,0.0%
"Buncombe County, NC",37021,Alcohol-induced causes,A,All other alcohol-induced causes,A9,35,261191,13.4,9.3,18.6,2.3,11.7,8,16.5,0.0%
"Buncombe County, NC",37021,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2471,261191,946.1,908.7,983.4,19,657.9,631.3,684.5,0.1%
"Burke County, NC",37023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,27,90485,29.8,19.7,43.4,5.7,31.4,20.3,46.4,0.0%
"Burke County, NC",37023,Alcohol-induced causes,A,All other alcohol-induced causes,A9,10,90485,Unreliable,5.3,20.3,3.5,Unreliable,4,18.4,0.0%
"Burke County, NC",37023,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1026,90485,1133.9,1064.5,1203.3,35.4,765.9,717.4,814.4,0.0%
"Cabarrus County, NC",37025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,35,216453,16.2,11.3,22.5,2.7,16.6,11.5,23.2,0.0%
"Cabarrus County, NC",37025,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,216453,Unreliable,2.5,9.1,1.5,Unreliable,2.2,7.7,0.0%
"Cabarrus County, NC",37025,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1581,216453,730.4,694.4,766.4,18.4,725,688.8,761.1,0.1%
"Caldwell County, NC",37027,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,82178,Unreliable,11.1,31.6,4.9,Unreliable,12.4,36.6,0.0%
"Caldwell County, NC",37027,Alcohol-induced causes,A,All other alcohol-induced causes,A9,24,82178,29.2,18.7,43.5,6,25.5,15.8,39,0.0%
"Caldwell County, NC",37027,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1009,82178,1227.8,1152.1,1303.6,38.7,873.4,817.8,929,0.0%
"Camden County, NC",37029,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,94,10867,865,699,1058.5,89.2,682,549.8,836.4,0.0%
"Carteret County, NC",37031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,69473,Unreliable,16.5,42.7,6.3,Unreliable,18.5,50.9,0.0%
"Carteret County, NC",37031,Alcohol-induced causes,A,All other alcohol-induced causes,A9,19,69473,Unreliable,16.5,42.7,6.3,Unreliable,11.1,31.6,0.0%
"Carteret County, NC",37031,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,852,69473,1226.4,1144,1308.7,42,726,674.4,777.6,0.0%
"Caswell County, NC",37033,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,290,22604,1283,1135.3,1430.6,75.3,850,747.6,952.5,0.0%
"Catawba County, NC",37035,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,24,159551,15,9.6,22.4,3.1,16.1,10.2,24.1,0.0%
"Catawba County, NC",37035,Alcohol-induced causes,A,All other alcohol-induced causes,A9,33,159551,20.7,14.2,29,3.6,15.2,10.3,21.6,0.0%
"Catawba County, NC",37035,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1576,159551,987.8,939,1036.5,24.9,767.9,729.2,806.5,0.1%
"Chatham County, NC",37037,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,74470,Unreliable,6.4,24.7,4.2,Unreliable,7.9,33,0.0%
"Chatham County, NC",37037,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,754,74470,1012.5,940.2,1084.8,36.9,589.6,544.6,634.7,0.0%
"Cherokee County, NC",37039,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,10,28612,Unreliable,16.8,64.3,11.1,Unreliable,22.8,94.7,0.0%
"Cherokee County, NC",37039,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,400,28612,1398,1261,1535,69.9,766.3,682.5,850.2,0.0%
"Chowan County, NC",37041,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,213,13943,1527.6,1322.5,1732.8,104.7,926,791.1,1061,0.0%
"Clay County, NC",37043,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,151,11231,1344.5,1130,1558.9,109.4,725.6,595.1,856,0.0%
"Cleveland County, NC",37045,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,97947,Unreliable,10.1,27.8,4.2,Unreliable,11.6,33,0.0%
"Cleveland County, NC",37045,Alcohol-induced causes,A,All other alcohol-induced causes,A9,11,97947,Unreliable,5.6,20.1,3.4,Unreliable,5.5,21.3,0.0%
"Cleveland County, NC",37045,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1247,97947,1273.1,1202.5,1343.8,36.1,989.5,933,1046.1,0.0%
"Columbus County, NC",37047,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,743,55508,1338.5,1242.3,1434.8,49.1,949.9,879.3,1020.4,0.0%
"Craven County, NC",37049,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,102139,39.2,28,53.3,6.2,41.2,28.9,57.1,0.0%
"Craven County, NC",37049,Alcohol-induced causes,A,All other alcohol-induced causes,A9,28,102139,27.4,18.2,39.6,5.2,22.4,14.5,33,0.0%
"Craven County, NC",37049,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1057,102139,1034.9,972.5,1097.3,31.8,761.9,714.4,809.3,0.0%
"Cumberland County, NC",37051,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,87,335509,25.9,20.8,32,2.8,26.8,21.3,33.3,0.0%
"Cumberland County, NC",37051,Alcohol-induced causes,A,All other alcohol-induced causes,A9,29,335509,8.6,5.8,12.4,1.6,8.8,5.8,12.7,0.0%
"Cumberland County, NC",37051,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2596,335509,773.7,744,803.5,15.2,829.1,796.8,861.5,0.1%
"Currituck County, NC",37053,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,204,27763,734.8,634,835.6,51.4,663.2,568.2,758.1,0.0%
"Dare County, NC",37055,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,16,37009,Unreliable,24.7,70.2,10.8,Unreliable,26.6,78.4,0.0%
"Dare County, NC",37055,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,329,37009,889,792.9,985,49,628.4,557.6,699.2,0.0%
"Davidson County, NC",37057,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,46,167609,27.4,20.1,36.6,4,31.5,22.8,42.4,0.0%
"Davidson County, NC",37057,Alcohol-induced causes,A,All other alcohol-induced causes,A9,12,167609,Unreliable,3.7,12.5,2.1,Unreliable,2.5,8.8,0.0%
"Davidson County, NC",37057,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,1809,167609,1079.3,1029.6,1129,25.4,811.7,773.5,849.9,0.1%
"Davie County, NC",37059,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,484,42846,1129.6,1029,1230.3,51.3,727.3,659.9,794.7,0.0%
"Duplin County, NC",37061,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,548,58741,932.9,854.8,1011,39.9,699,638.1,759.9,0.0%
"Durham County, NC",37063,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,40,321488,12.4,8.9,16.9,2,12,8.5,16.4,0.0%
"Durham County, NC",37063,Alcohol-induced causes,A,All other alcohol-induced causes,A9,28,321488,8.7,5.8,12.6,1.6,8.2,5.4,11.9,0.0%
"Durham County, NC",37063,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,2105,321488,654.8,626.8,682.7,14.3,642.7,614.8,670.6,0.1%
"Edgecombe County, NC",37065,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,51472,Unreliable,20.7,55.3,8.2,Unreliable,20,56.8,0.0%
"Edgecombe County, NC",37065,Alcohol-induced causes,A,All other alcohol-induced causes,A9,14,51472,Unreliable,14.9,45.6,7.3,Unreliable,11.7,39.4,0.0%
"Edgecombe County, NC",37065,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,673,51472,1307.5,1208.7,1406.3,50.4,960.7,884.6,1036.8,0.0%
"Forsyth County, NC",37067,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,93,382295,24.3,19.6,29.8,2.5,25.8,20.7,31.7,0.0%
"Forsyth County, NC",37067,Alcohol-induced causes,A,All other alcohol-induced causes,A9,42,382295,11,7.9,14.9,1.7,8.5,6.1,11.5,0.0%
"Forsyth County, NC",37067,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,3359,382295,878.6,848.9,908.4,15.2,723.7,698.8,748.6,0.1%
"Franklin County, NC",37069,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,69685,Unreliable,15.3,40.8,6.1,Unreliable,15.8,43.3,0.0%
